x1,x2,km,gmm,class
49.155242919921875,18.492507934570312,1.0,1.0,2.0
32.1339225769043,-66.25334167480469,0.0,0.0,1.0
16.613344192504883,-59.15583419799805,0.0,0.0,1.0
-24.346878051757812,-54.430458068847656,0.0,0.0,2.0
33.944122314453125,7.821979522705078,1.0,1.0,2.0
30.374643325805664,4.301279544830322,1.0,1.0,2.0
-49.338653564453125,14.392492294311523,2.0,2.0,1.0
-62.70176315307617,-4.894447326660156,2.0,2.0,1.0
-63.12278366088867,-9.800549507141113,2.0,2.0,1.0
-60.567752838134766,-15.316526412963867,2.0,2.0,1.0
-64.55328369140625,-17.14637565612793,2.0,2.0,3.0
45.710052490234375,16.978849411010742,1.0,1.0,3.0
-57.35824966430664,-6.345189094543457,2.0,2.0,1.0
-44.28190231323242,24.40609359741211,2.0,2.0,1.0
35.15305709838867,56.776329040527344,1.0,1.0,2.0
3.905036449432373,-67.1094970703125,0.0,0.0,2.0
-43.087913513183594,21.671428680419922,2.0,2.0,1.0
26.533903121948242,4.600339412689209,1.0,1.0,2.0
33.26206588745117,-60.73524475097656,0.0,0.0,1.0
24.803375244140625,-69.96736907958984,0.0,0.0,1.0
-36.68303680419922,23.274032592773438,2.0,2.0,1.0
33.30167007446289,-67.57768249511719,0.0,0.0,3.0
-20.661182403564453,-54.63271713256836,0.0,0.0,1.0
37.71110534667969,-63.38928985595703,0.0,0.0,3.0
-8.61965560913086,-62.93701934814453,0.0,0.0,3.0
48.42878341674805,37.649803161621094,1.0,1.0,2.0
27.59873390197754,-1.5052990913391113,1.0,1.0,3.0
-36.068458557128906,23.830078125,2.0,2.0,1.0
-48.37986373901367,9.447927474975586,2.0,2.0,1.0
41.212039947509766,12.00039291381836,1.0,1.0,2.0
31.083478927612305,-65.1303482055664,0.0,0.0,1.0
31.180309295654297,6.147280693054199,1.0,1.0,2.0
-30.80709457397461,-49.19834518432617,0.0,0.0,3.0
14.209234237670898,-3.516961097717285,1.0,1.0,1.0
-63.658103942871094,-17.79741668701172,2.0,2.0,3.0
5.70295524597168,-1.4600281715393066,1.0,1.0,2.0
29.236736297607422,5.848031997680664,1.0,1.0,2.0
20.460613250732422,-0.1208488792181015,1.0,1.0,2.0
3.055569887161255,-63.7005729675293,0.0,0.0,3.0
21.37215805053711,-2.2746806144714355,1.0,1.0,3.0
-66.35582733154297,3.29951548576355,2.0,2.0,2.0
-26.043701171875,42.21731185913086,2.0,2.0,1.0
36.48097229003906,1.7782343626022339,1.0,1.0,2.0
9.162243843078613,-61.985877990722656,0.0,0.0,3.0
-65.04412841796875,-10.886274337768555,2.0,2.0,1.0
34.51756286621094,59.299705505371094,1.0,1.0,2.0
-35.83845901489258,36.69587707519531,2.0,2.0,2.0
-60.765933990478516,4.828027248382568,2.0,2.0,3.0
-2.1549642086029053,-63.25284194946289,0.0,0.0,2.0
-36.4515495300293,32.8596305847168,2.0,2.0,1.0
-14.41942024230957,55.779075622558594,2.0,2.0,3.0
46.46168518066406,-60.323978424072266,0.0,0.0,1.0
-12.409720420837402,57.44287109375,2.0,2.0,2.0
-36.717437744140625,38.29647445678711,2.0,2.0,2.0
-42.08531188964844,29.105213165283203,2.0,2.0,3.0
34.81397247314453,-62.325843811035156,0.0,0.0,3.0
-14.519357681274414,54.82617950439453,2.0,2.0,3.0
-37.03494644165039,31.740495681762695,2.0,2.0,3.0
17.67208480834961,0.0759425237774849,1.0,1.0,2.0
-39.33252716064453,26.329429626464844,2.0,2.0,2.0
23.395788192749023,-69.77775573730469,0.0,0.0,2.0
12.95556640625,-64.51580810546875,0.0,0.0,1.0
14.445684432983398,-1.090345025062561,1.0,1.0,3.0
28.242431640625,1.4484050273895264,1.0,1.0,3.0
-60.05598831176758,-7.585540771484375,2.0,2.0,1.0
-64.11357116699219,0.6015109419822693,2.0,2.0,3.0
40.269832611083984,50.253944396972656,1.0,1.0,2.0
-65.39210510253906,2.600830554962158,2.0,2.0,3.0
1.7421897649765015,-1.2382582426071167,1.0,1.0,3.0
-15.002817153930664,-61.42589569091797,0.0,0.0,2.0
14.043732643127441,-0.4393627643585205,1.0,1.0,2.0
-55.32745361328125,-3.8381667137145996,2.0,2.0,1.0
17.892671585083008,-67.11293029785156,0.0,0.0,3.0
-23.022743225097656,48.558509826660156,2.0,2.0,3.0
-55.78900146484375,-10.104155540466309,2.0,2.0,1.0
44.13157653808594,-60.87873077392578,0.0,0.0,1.0
-37.47285461425781,29.653348922729492,2.0,2.0,1.0
47.502933502197266,35.227474212646484,1.0,1.0,2.0
44.6661262512207,43.175994873046875,1.0,1.0,2.0
34.19367599487305,-57.13486099243164,0.0,0.0,1.0
-58.90083694458008,-11.19977855682373,2.0,2.0,3.0
-28.64084243774414,-51.77680969238281,0.0,0.0,2.0
7.26676082611084,-3.8310647010803223,1.0,1.0,3.0
39.35456466674805,7.785994052886963,1.0,1.0,2.0
34.75970458984375,7.457833766937256,1.0,1.0,2.0
-52.90243148803711,6.268007755279541,2.0,2.0,1.0
-63.715877532958984,-17.3792724609375,2.0,2.0,1.0
-60.15681076049805,1.522453784942627,2.0,2.0,3.0
38.119232177734375,3.5512382984161377,1.0,1.0,2.0
28.83442497253418,-60.01774597167969,0.0,0.0,1.0
37.154693603515625,56.49205780029297,1.0,1.0,2.0
32.59361267089844,-59.85813522338867,0.0,0.0,3.0
-62.96187210083008,-14.419551849365234,2.0,2.0,1.0
23.153106689453125,-66.2206802368164,0.0,0.0,3.0
-11.161913871765137,-59.1153450012207,0.0,0.0,3.0
-12.014655113220215,-56.342262268066406,0.0,0.0,1.0
-60.03782653808594,10.214225769042969,2.0,2.0,3.0
43.071598052978516,-57.32515335083008,0.0,0.0,1.0
32.29375076293945,0.37487852573394775,1.0,1.0,3.0
50.832801818847656,23.364381790161133,1.0,1.0,2.0
-41.06019592285156,29.072864532470703,2.0,2.0,3.0
-63.5709228515625,-14.327827453613281,2.0,2.0,2.0
46.4129638671875,35.717811584472656,1.0,1.0,3.0
6.782436370849609,-63.84177780151367,0.0,0.0,3.0
-32.982234954833984,27.71730613708496,2.0,2.0,1.0
48.566123962402344,29.804075241088867,1.0,1.0,2.0
-59.731807708740234,-6.60822057723999,2.0,2.0,1.0
38.66743850708008,6.717784404754639,1.0,1.0,2.0
6.999788284301758,-61.08793258666992,0.0,0.0,1.0
17.31773567199707,-0.326951265335083,1.0,1.0,2.0
37.84120178222656,2.7636635303497314,1.0,1.0,1.0
-49.53923034667969,12.685276985168457,2.0,2.0,3.0
-41.83614730834961,28.892032623291016,2.0,2.0,3.0
14.036555290222168,-67.85710906982422,0.0,0.0,2.0
-45.320926666259766,21.868947982788086,2.0,2.0,3.0
-50.088035583496094,15.644795417785645,2.0,2.0,3.0
35.49376678466797,-64.24211883544922,0.0,0.0,1.0
46.93827438354492,37.570098876953125,1.0,1.0,2.0
-54.89710998535156,14.753792762756348,2.0,2.0,2.0
18.044145584106445,-61.237178802490234,0.0,0.0,2.0
6.172445297241211,-67.15343475341797,0.0,0.0,3.0
44.86672592163086,-60.929283142089844,0.0,0.0,1.0
-0.24189524352550507,-4.879363536834717,1.0,1.0,3.0
-3.890742778778076,-57.050262451171875,0.0,0.0,1.0
-35.06257629394531,37.26251220703125,2.0,2.0,3.0
45.4184455871582,18.99342155456543,1.0,1.0,2.0
-1.4145315885543823,-62.22518539428711,0.0,0.0,1.0
51.23935317993164,25.511823654174805,1.0,1.0,2.0
7.793948650360107,-57.8538703918457,0.0,0.0,1.0
-23.59186363220215,42.554359436035156,2.0,2.0,3.0
36.80441665649414,6.060632228851318,1.0,1.0,2.0
-37.71876907348633,28.727998733520508,2.0,2.0,3.0
49.95753860473633,33.79018783569336,1.0,1.0,2.0
40.14930725097656,13.324129104614258,1.0,1.0,1.0
-22.200963973999023,-51.954795837402344,0.0,0.0,2.0
-61.149940490722656,-10.805562973022461,2.0,2.0,1.0
49.09505081176758,-59.28795623779297,0.0,0.0,1.0
38.86317825317383,53.19213104248047,1.0,1.0,2.0
-26.219127655029297,45.339717864990234,2.0,2.0,2.0
33.54957962036133,-63.77152633666992,0.0,0.0,3.0
2.835841178894043,-6.445101737976074,1.0,1.0,3.0
-64.71097564697266,-20.96769905090332,2.0,2.0,3.0
-43.0042610168457,21.103910446166992,2.0,2.0,3.0
-12.50928020477295,-58.01213073730469,0.0,0.0,1.0
-63.032047271728516,-2.7000832557678223,2.0,2.0,3.0
22.768911361694336,2.9801061153411865,1.0,1.0,2.0
-28.412790298461914,-51.18309783935547,0.0,0.0,3.0
28.312957763671875,-64.24467468261719,0.0,0.0,3.0
-8.284074783325195,-59.435096740722656,0.0,0.0,1.0
-36.05907440185547,31.05723762512207,2.0,2.0,1.0
-42.831295013427734,31.157087326049805,2.0,2.0,2.0
-14.231161117553711,-61.60177993774414,0.0,0.0,2.0
42.17197799682617,-61.71339416503906,0.0,0.0,1.0
47.99550247192383,24.103778839111328,1.0,1.0,3.0
44.6748046875,20.4077205657959,1.0,1.0,1.0
-56.21906661987305,18.43142318725586,2.0,2.0,3.0
39.37006378173828,51.368160247802734,1.0,1.0,2.0
38.025081634521484,54.09907913208008,1.0,1.0,2.0
-55.59053039550781,16.286937713623047,2.0,2.0,3.0
-21.177513122558594,47.31813430786133,2.0,2.0,3.0
-44.5047607421875,22.737173080444336,2.0,2.0,2.0
-55.738651275634766,10.009126663208008,2.0,2.0,3.0
29.348482131958008,2.2047128677368164,1.0,1.0,3.0
2.16585636138916,-6.197485446929932,1.0,1.0,1.0
-15.39195728302002,-60.064292907714844,0.0,0.0,2.0
-22.984718322753906,-52.624420166015625,0.0,0.0,2.0
33.80877685546875,57.584007263183594,1.0,1.0,2.0
-36.846866607666016,37.35100555419922,2.0,2.0,2.0
3.4692249298095703,-68.5442123413086,0.0,0.0,3.0
-27.903182983398438,45.151493072509766,2.0,2.0,2.0
17.58498764038086,-3.047356128692627,1.0,1.0,3.0
-41.1729850769043,25.733057022094727,2.0,2.0,3.0
-59.85911560058594,-1.5578776597976685,2.0,2.0,3.0
-54.046424865722656,17.83213996887207,2.0,2.0,2.0
-41.43608474731445,17.36615753173828,2.0,2.0,1.0
-60.016483306884766,-12.7920560836792,2.0,2.0,1.0
35.981693267822266,56.48873519897461,1.0,1.0,2.0
-12.056870460510254,-54.32244873046875,0.0,0.0,1.0
38.79985046386719,51.740779876708984,1.0,1.0,2.0
-51.33124923706055,9.638699531555176,2.0,2.0,1.0
3.970693349838257,-60.7832145690918,0.0,0.0,2.0
-39.321842193603516,25.44040298461914,2.0,2.0,3.0
-49.205875396728516,26.082618713378906,2.0,2.0,3.0
-49.645267486572266,10.315842628479004,2.0,2.0,3.0
28.750045776367188,-69.49628448486328,0.0,0.0,2.0
37.761077880859375,-68.05176544189453,0.0,0.0,1.0
47.25544738769531,15.362123489379883,1.0,1.0,2.0
-59.23481750488281,2.917175531387329,2.0,2.0,3.0
32.39680099487305,-58.96303176879883,0.0,0.0,3.0
22.90894889831543,3.783787965774536,1.0,1.0,2.0
26.627321243286133,3.712364673614502,1.0,1.0,2.0
21.563138961791992,1.1235631704330444,1.0,1.0,3.0
