x1,x2,km,gmm,class
17.115453720092773,117.50340270996094,0.0,1.0,0.0
7.997288703918457,106.19158172607422,0.0,1.0,0.0
85.5577621459961,-46.26845169067383,8.0,8.0,7.0
42.57742691040039,-14.95352554321289,1.0,0.0,4.0
-44.12513732910156,81.6512222290039,4.0,4.0,6.0
-88.53279876708984,9.185769081115723,2.0,2.0,2.0
44.21241760253906,-4.580082416534424,1.0,0.0,5.0
63.41167449951172,31.7614803314209,7.0,3.0,5.0
21.216033935546875,122.16961669921875,0.0,1.0,0.0
-8.190485000610352,-15.431421279907227,9.0,0.0,8.0
70.37247467041016,-44.450557708740234,8.0,8.0,7.0
-46.278663635253906,-71.53533172607422,6.0,7.0,1.0
43.31413650512695,-15.570035934448242,1.0,0.0,9.0
64.17498016357422,33.289512634277344,7.0,3.0,5.0
-19.01911163330078,19.640867233276367,5.0,5.0,3.0
22.489301681518555,110.85460662841797,0.0,1.0,0.0
41.12656784057617,-16.516542434692383,1.0,0.0,4.0
68.47038269042969,-40.073486328125,8.0,8.0,7.0
-2.2779617309570312,-8.133702278137207,9.0,3.0,8.0
39.56410217285156,-19.400531768798828,1.0,0.0,4.0
83.09831237792969,-33.88165283203125,8.0,8.0,7.0
-2.3243610858917236,-8.05221939086914,9.0,3.0,8.0
51.80521011352539,40.503761291503906,7.0,3.0,5.0
38.629295349121094,-0.4789116680622101,1.0,0.0,9.0
-64.49384307861328,-47.5425910949707,6.0,7.0,1.0
-94.49359130859375,4.684275150299072,2.0,2.0,2.0
10.36921215057373,109.41968536376953,0.0,1.0,0.0
-50.197418212890625,76.66907501220703,4.0,4.0,6.0
-50.15825271606445,-71.58035278320312,6.0,7.0,1.0
-3.1451308727264404,-7.524486541748047,9.0,3.0,8.0
76.69689178466797,-50.41259765625,8.0,8.0,7.0
2.3568103313446045,116.62747955322266,0.0,1.0,0.0
68.32026672363281,-37.67604064941406,8.0,8.0,7.0
-51.352088928222656,72.82691192626953,4.0,4.0,6.0
38.121158599853516,-18.286277770996094,1.0,0.0,9.0
-55.502872467041016,-69.24870300292969,6.0,7.0,1.0
20.942607879638672,-44.994224548339844,9.0,0.0,9.0
-27.648576736450195,31.915861129760742,5.0,5.0,3.0
41.3072624206543,-14.02670955657959,1.0,0.0,9.0
39.12196350097656,-7.213475704193115,1.0,0.0,4.0
25.4114933013916,8.894326210021973,10.0,3.0,9.0
-86.82180786132812,6.930256366729736,2.0,2.0,2.0
-61.35236358642578,-46.54328155517578,6.0,7.0,1.0
40.77871322631836,-4.648038864135742,1.0,0.0,9.0
38.062232971191406,-14.274513244628906,1.0,0.0,9.0
-45.5617561340332,78.15199279785156,4.0,4.0,6.0
5.533163070678711,-86.6051025390625,3.0,6.0,4.0
6.806612968444824,16.7352237701416,10.0,5.0,3.0
-94.96635437011719,-14.310197830200195,2.0,2.0,2.0
-3.752997398376465,-6.620821475982666,9.0,3.0,8.0
-95.98757934570312,-8.486323356628418,2.0,2.0,2.0
70.93438720703125,-33.304771423339844,8.0,8.0,7.0
-46.28752899169922,-68.7657241821289,6.0,7.0,1.0
18.408790588378906,-80.72804260253906,3.0,6.0,4.0
-54.16549301147461,72.4755630493164,4.0,4.0,6.0
-91.21112823486328,6.146989822387695,2.0,2.0,2.0
16.674463272094727,102.75269317626953,0.0,1.0,0.0
41.23398971557617,-15.767772674560547,1.0,0.0,4.0
-50.373416900634766,78.38795471191406,4.0,4.0,6.0
-14.86024284362793,24.86912727355957,5.0,5.0,3.0
84.89578247070312,-45.32283401489258,8.0,8.0,7.0
-48.71174621582031,-67.91108703613281,6.0,7.0,1.0
19.148590087890625,122.64604187011719,0.0,1.0,0.0
-81.83535766601562,7.1797380447387695,2.0,2.0,2.0
-87.50897216796875,-7.275793075561523,2.0,2.0,2.0
42.72145080566406,23.671545028686523,10.0,3.0,5.0
-97.25717163085938,1.7038378715515137,2.0,2.0,2.0
15.025004386901855,-104.41890716552734,3.0,6.0,4.0
0.4068903625011444,-20.754257202148438,9.0,0.0,8.0
-55.76219177246094,-66.23892211914062,6.0,7.0,1.0
73.52488708496094,-40.048954010009766,8.0,8.0,7.0
-22.7346248626709,20.310205459594727,5.0,5.0,3.0
4.926823139190674,117.6626205444336,0.0,1.0,0.0
-20.093870162963867,20.394573211669922,5.0,5.0,3.0
-2.6164393424987793,17.806198120117188,5.0,5.0,3.0
73.72920989990234,-40.75611877441406,8.0,8.0,7.0
85.43731689453125,-54.19194793701172,8.0,8.0,7.0
46.913150787353516,-15.236291885375977,1.0,0.0,9.0
-42.65126037597656,-69.31452178955078,6.0,7.0,1.0
-15.955880165100098,22.47175407409668,5.0,5.0,3.0
-22.101608276367188,19.80235481262207,5.0,5.0,3.0
14.568830490112305,-101.44772338867188,3.0,6.0,4.0
-22.59488868713379,20.29374122619629,5.0,5.0,3.0
13.954700469970703,-101.02843475341797,3.0,6.0,4.0
-85.21146392822266,-6.715821743011475,2.0,2.0,2.0
2.9509479999542236,-24.986146926879883,9.0,0.0,8.0
-5.175469875335693,-42.57368087768555,9.0,0.0,8.0
48.89141082763672,-17.75604820251465,1.0,0.0,9.0
0.09238326549530029,-18.810096740722656,9.0,0.0,8.0
24.963226318359375,-99.20820617675781,3.0,6.0,4.0
75.13386535644531,-41.403690338134766,8.0,8.0,7.0
-23.49380874633789,-59.15185546875,6.0,7.0,1.0
-55.30464553833008,82.89949798583984,4.0,4.0,6.0
44.96234893798828,-20.167314529418945,1.0,0.0,9.0
12.583873748779297,-108.93185424804688,3.0,6.0,4.0
-2.9758639335632324,114.86002349853516,0.0,1.0,0.0
-53.235939025878906,-68.46329498291016,6.0,7.0,1.0
-15.50132942199707,18.951934814453125,5.0,5.0,3.0
-53.34029769897461,72.6817855834961,4.0,4.0,6.0
-96.41735076904297,2.675031900405884,2.0,2.0,2.0
15.858943939208984,-101.14278411865234,3.0,6.0,4.0
