x1,x2,km,gmm,class
-33.81139373779297,55.10940933227539,1.0,6.0,2.0
37.084957122802734,19.280406951904297,0.0,10.0,1.0
43.748661041259766,-21.61503791809082,0.0,4.0,1.0
-60.301204681396484,9.448883056640625,1.0,2.0,2.0
-46.78361892700195,25.395496368408203,1.0,6.0,2.0
-55.61778259277344,2.351257801055908,1.0,2.0,2.0
40.13457107543945,-35.14219665527344,0.0,8.0,1.0
26.012588500976562,21.18194580078125,1.0,10.0,1.0
5.863293170928955,22.263015747070312,1.0,0.0,1.0
-13.454519271850586,11.883307456970215,1.0,0.0,1.0
-16.828163146972656,17.699974060058594,1.0,0.0,3.0
-43.53715896606445,53.36833572387695,1.0,6.0,3.0
15.731130599975586,14.748538970947266,1.0,10.0,1.0
22.085895538330078,-55.28573989868164,0.0,8.0,1.0
47.369972229003906,78.3882064819336,1.0,7.0,2.0
24.446619033813477,-60.995365142822266,0.0,1.0,2.0
22.997055053710938,-48.16323471069336,0.0,8.0,1.0
-58.961639404296875,-6.5188093185424805,1.0,2.0,2.0
22.526981353759766,13.998748779296875,1.0,10.0,1.0
56.17141342163086,-2.0755698680877686,0.0,4.0,1.0
9.76712417602539,-46.45235061645508,0.0,1.0,1.0
34.64387130737305,18.31011962890625,0.0,10.0,3.0
-46.594547271728516,0.7571002840995789,1.0,2.0,1.0
16.02545738220215,20.092918395996094,1.0,0.0,3.0
-27.0029239654541,-51.07902145385742,0.0,5.0,3.0
3.6087920665740967,77.58052062988281,1.0,3.0,2.0
-46.11684799194336,-13.073972702026367,1.0,2.0,3.0
8.10668659210205,-46.793731689453125,0.0,1.0,1.0
38.25653076171875,-23.714523315429688,0.0,4.0,1.0
-52.559627532958984,36.21492004394531,1.0,6.0,2.0
33.31648254394531,12.41511344909668,0.0,10.0,1.0
-60.78533172607422,4.172241687774658,1.0,2.0,2.0
-5.024614334106445,80.76961517333984,1.0,3.0,3.0
-21.903335571289062,-47.41781234741211,0.0,5.0,1.0
-18.594404220581055,15.739251136779785,1.0,0.0,3.0
0.6246528029441833,-64.88410186767578,0.0,1.0,2.0
-60.44722366333008,-2.054403305053711,1.0,2.0,2.0
-42.829524993896484,-30.48798179626465,0.0,5.0,2.0
20.00164031982422,-56.624420166015625,0.0,1.0,3.0
-38.602081298828125,-26.401546478271484,0.0,5.0,3.0
55.666988372802734,6.546152591705322,0.0,4.0,2.0
-42.319541931152344,-4.513909339904785,1.0,2.0,1.0
-51.411800384521484,9.615714073181152,1.0,2.0,2.0
33.320491790771484,-38.070438385009766,0.0,8.0,3.0
4.1385273933410645,25.876705169677734,1.0,0.0,1.0
55.3201904296875,78.585693359375,1.0,7.0,2.0
-33.886070251464844,-46.407379150390625,0.0,5.0,2.0
51.317623138427734,1.8576310873031616,0.0,4.0,3.0
1.1347100734710693,-60.53685760498047,0.0,1.0,2.0
-25.043699264526367,-50.31829071044922,0.0,5.0,1.0
-1.1947184801101685,75.7799301147461,1.0,3.0,3.0
-10.501348495483398,13.967409133911133,1.0,0.0,1.0
22.54036521911621,80.28549194335938,1.0,7.0,2.0
-43.37559509277344,-41.71683120727539,0.0,5.0,2.0
3.7245917320251465,-62.97068786621094,0.0,1.0,3.0
21.778278350830078,14.52868366241455,1.0,10.0,3.0
-6.526386737823486,77.95394134521484,1.0,3.0,3.0
-15.824261665344238,-53.879852294921875,0.0,5.0,3.0
-41.21650695800781,-39.503440856933594,0.0,5.0,2.0
5.579967975616455,-62.3499641418457,0.0,1.0,2.0
57.17739486694336,-6.767805576324463,0.0,4.0,2.0
40.866580963134766,-35.424251556396484,0.0,8.0,1.0
-32.54332733154297,-47.01659393310547,0.0,5.0,3.0
-53.39479064941406,-6.349029541015625,1.0,2.0,3.0
14.7456636428833,19.22545623779297,1.0,0.0,1.0
38.37064743041992,16.65809440612793,0.0,10.0,3.0
33.92604064941406,82.46096801757812,1.0,7.0,2.0
54.05513381958008,8.143757820129395,0.0,4.0,3.0
16.28606605529785,-69.88418579101562,0.0,1.0,3.0
-47.996559143066406,-37.62897491455078,0.0,5.0,2.0
-32.71208953857422,-47.52729034423828,0.0,5.0,2.0
21.864816665649414,5.165266513824463,0.0,10.0,1.0
54.56587219238281,-23.90428352355957,0.0,4.0,3.0
-50.247432708740234,35.15339279174805,1.0,6.0,3.0
-0.3980712294578552,8.526613235473633,1.0,0.0,1.0
-5.819148063659668,13.325525283813477,1.0,0.0,1.0
-8.303028106689453,-55.49049758911133,0.0,1.0,1.0
-5.002037525177002,79.24859619140625,1.0,3.0,2.0
12.499919891357422,80.11205291748047,1.0,7.0,2.0
14.318766593933105,8.507569313049316,0.0,10.0,1.0
2.26631498336792,13.28317642211914,1.0,0.0,3.0
-42.94966506958008,50.688880920410156,1.0,6.0,2.0
-1.6136592626571655,-61.81967544555664,0.0,1.0,3.0
-50.18236541748047,28.551448822021484,1.0,6.0,2.0
-47.03554916381836,24.49688720703125,1.0,6.0,2.0
42.84156036376953,-5.4803547859191895,0.0,4.0,1.0
-17.81838607788086,15.661026954650879,1.0,0.0,1.0
46.39950180053711,8.356104850769043,0.0,4.0,3.0
-52.82053756713867,18.79692268371582,1.0,6.0,2.0
33.861446380615234,4.782398700714111,0.0,10.0,1.0
45.144256591796875,77.8977279663086,1.0,7.0,2.0
21.616065979003906,9.23483657836914,0.0,10.0,3.0
-10.340944290161133,16.047908782958984,1.0,0.0,1.0
48.25181579589844,-3.3249545097351074,0.0,4.0,3.0
-24.77652931213379,-42.90193176269531,0.0,5.0,3.0
-31.121395111083984,-31.481164932250977,0.0,5.0,1.0
56.439090728759766,-11.567999839782715,0.0,4.0,3.0
-0.6659023761749268,10.679117202758789,1.0,0.0,1.0
-48.61667251586914,0.7288819551467896,1.0,2.0,3.0
-26.022512435913086,61.18490219116211,1.0,3.0,2.0
-1.2137863636016846,-62.43452835083008,0.0,1.0,3.0
-8.172318458557129,19.089927673339844,1.0,0.0,2.0
-6.052202224731445,77.1675796508789,1.0,3.0,3.0
30.458465576171875,-46.770118713378906,0.0,8.0,3.0
-7.668280124664307,-47.00382995605469,0.0,1.0,1.0
-17.844730377197266,71.78569030761719,1.0,3.0,2.0
14.967408180236816,17.034753799438477,1.0,0.0,1.0
-51.711299896240234,26.0635986328125,1.0,6.0,2.0
27.238712310791016,-45.18001937866211,0.0,8.0,1.0
-41.788936614990234,-41.36375045776367,0.0,5.0,2.0
-54.82756805419922,20.166400909423828,1.0,6.0,1.0
41.72475051879883,-29.412391662597656,0.0,4.0,3.0
3.5668885707855225,-62.438682556152344,0.0,1.0,3.0
46.92852020263672,-42.423492431640625,0.0,8.0,2.0
29.14896583557129,-48.605079650878906,0.0,8.0,3.0
41.1645622253418,-37.66960906982422,0.0,8.0,3.0
24.97271728515625,17.33106231689453,1.0,10.0,1.0
0.9734070897102356,78.6887435913086,1.0,3.0,2.0
51.47889709472656,-31.394868850708008,0.0,4.0,2.0
39.6563720703125,-21.812210083007812,0.0,4.0,2.0
34.183902740478516,-58.35722351074219,0.0,8.0,3.0
-5.332317352294922,17.351789474487305,1.0,0.0,1.0
46.65793991088867,-32.8295783996582,0.0,4.0,3.0
-3.8605642318725586,-47.560482025146484,0.0,1.0,1.0
-39.420413970947266,-43.024986267089844,0.0,5.0,3.0
-42.84726333618164,55.294921875,1.0,6.0,2.0
2.5095887184143066,-59.12791061401367,0.0,1.0,1.0
-17.50467300415039,65.38224792480469,1.0,3.0,2.0
21.613859176635742,-40.844573974609375,0.0,8.0,1.0
-41.9179573059082,-1.5574227571487427,1.0,2.0,3.0
-49.98543930053711,24.014341354370117,1.0,6.0,2.0
-3.849076986312866,-56.57481384277344,0.0,1.0,3.0
-4.100769519805908,73.23675537109375,1.0,3.0,2.0
-57.34428405761719,29.099590301513672,1.0,6.0,1.0
-55.59970474243164,15.564022064208984,1.0,2.0,2.0
2.780041217803955,19.428300857543945,1.0,0.0,1.0
-86.2943344116211,-18.497392654418945,1.0,9.0,1.0
37.97309494018555,81.9502944946289,1.0,7.0,2.0
-61.64667510986328,7.612358570098877,1.0,2.0,2.0
26.29176902770996,11.632174491882324,0.0,10.0,3.0
28.01651954650879,-46.86701202392578,0.0,8.0,3.0
-90.56104278564453,-24.251163482666016,1.0,9.0,3.0
28.56511116027832,-53.181121826171875,0.0,8.0,3.0
-34.76662063598633,-31.687047958374023,0.0,5.0,1.0
31.81833267211914,16.29940414428711,0.0,10.0,3.0
-56.36083984375,-16.47516441345215,1.0,2.0,2.0
-43.007057189941406,51.84083557128906,1.0,6.0,3.0
37.47949981689453,6.049037933349609,0.0,10.0,3.0
-21.030794143676758,-46.003944396972656,0.0,5.0,1.0
-14.086950302124023,-50.83877182006836,0.0,1.0,1.0
-0.7616919875144958,-67.3890380859375,0.0,1.0,2.0
-46.3187141418457,-38.1425666809082,0.0,5.0,2.0
1.5378903150558472,17.498003005981445,1.0,0.0,1.0
-29.06009292602539,65.48993682861328,1.0,3.0,3.0
-41.164432525634766,56.68657302856445,1.0,6.0,1.0
47.131412506103516,-48.85517120361328,0.0,8.0,3.0
32.74488830566406,80.91773223876953,1.0,7.0,2.0
41.044490814208984,81.62001037597656,1.0,7.0,2.0
48.20664596557617,-43.45008850097656,0.0,8.0,3.0
-53.71980285644531,37.02528381347656,1.0,6.0,3.0
26.259204864501953,-53.65717315673828,0.0,8.0,2.0
46.80976486206055,-14.163862228393555,0.0,4.0,3.0
-51.711795806884766,-2.6707568168640137,1.0,2.0,3.0
26.941184997558594,-44.41175079345703,0.0,8.0,1.0
-47.26188278198242,-29.070613861083984,0.0,5.0,2.0
-55.46812438964844,13.501075744628906,1.0,2.0,2.0
50.855995178222656,77.01145935058594,1.0,7.0,2.0
-35.66680145263672,-46.30585861206055,0.0,5.0,2.0
21.16147804260254,-67.57744598388672,0.0,1.0,3.0
-62.34013748168945,3.3024532794952393,1.0,2.0,2.0
-33.23583984375,-38.630252838134766,0.0,5.0,3.0
11.78707218170166,-58.9452018737793,0.0,1.0,3.0
32.978336334228516,13.343534469604492,0.0,10.0,3.0
44.75735855102539,-54.599544525146484,0.0,8.0,2.0
21.135616302490234,-41.590518951416016,0.0,8.0,1.0
-6.028531551361084,14.379019737243652,1.0,0.0,1.0
44.9975471496582,79.23453521728516,1.0,7.0,2.0
-27.718351364135742,-30.212451934814453,0.0,5.0,1.0
34.755157470703125,80.85122680664062,1.0,7.0,2.0
41.91999816894531,-19.901193618774414,0.0,4.0,1.0
18.647844314575195,-52.82202911376953,0.0,1.0,2.0
5.371973991394043,-53.8613166809082,0.0,1.0,3.0
25.319683074951172,-62.32921600341797,0.0,1.0,3.0
45.091434478759766,-21.3568115234375,0.0,4.0,3.0
50.22285842895508,6.27903938293457,0.0,4.0,2.0
29.128801345825195,25.189403533935547,1.0,10.0,1.0
-37.608009338378906,48.6156005859375,1.0,6.0,2.0
39.4696159362793,7.812436580657959,0.0,10.0,3.0
21.68403434753418,7.743190765380859,0.0,10.0,3.0
-57.9610710144043,-15.368393898010254,1.0,2.0,2.0
-56.658966064453125,-9.025571823120117,1.0,2.0,2.0
-47.897865295410156,-27.898405075073242,0.0,5.0,3.0
8.831356048583984,-58.5501823425293,0.0,1.0,1.0
33.61802291870117,82.8143539428711,1.0,7.0,2.0
-38.38249206542969,54.20226287841797,1.0,6.0,3.0
38.43376922607422,-44.89704895019531,0.0,8.0,3.0
4.147496223449707,20.276533126831055,1.0,0.0,1.0
21.694673538208008,80.22362518310547,1.0,7.0,2.0
-42.45014190673828,46.370338439941406,1.0,6.0,3.0
-49.58955764770508,34.74563980102539,1.0,6.0,2.0
33.47016525268555,-55.31023025512695,0.0,8.0,2.0
-50.805240631103516,3.5750792026519775,1.0,2.0,3.0
13.835487365722656,18.864404678344727,1.0,0.0,1.0
-40.911415100097656,42.051639556884766,1.0,6.0,2.0
25.788175582885742,23.140159606933594,1.0,10.0,1.0
-48.49065017700195,-1.6514883041381836,1.0,2.0,1.0
-17.575044631958008,67.10443115234375,1.0,3.0,2.0
-18.41165542602539,15.372486114501953,1.0,0.0,1.0
27.834646224975586,1.259790062904358,0.0,10.0,1.0
-22.946277618408203,74.29460144042969,1.0,3.0,2.0
