x1,x2,km,gmm,class
-119.42443084716797,-3.435089349746704,3.0,5.0,0.0
-118.23197174072266,-7.749429702758789,3.0,5.0,0.0
-52.51035690307617,-2.596547842025757,6.0,0.0,7.0
-18.856412887573242,24.327451705932617,2.0,7.0,4.0
28.395414352416992,84.47850799560547,0.0,2.0,6.0
71.1266098022461,3.0934700965881348,4.0,3.0,2.0
-21.183330535888672,18.440532684326172,2.0,7.0,5.0
-6.724765777587891,-26.112892150878906,7.0,6.0,5.0
-120.11691284179688,6.094631195068359,3.0,5.0,0.0
20.080280303955078,-23.735801696777344,1.0,4.0,8.0
-45.74711990356445,18.745569229125977,6.0,0.0,7.0
5.8626532554626465,28.786069869995117,8.0,9.0,1.0
-38.31290817260742,23.062211990356445,2.0,0.0,9.0
-6.700380802154541,-25.56614112854004,7.0,6.0,5.0
20.980070114135742,-52.08024215698242,9.0,8.0,3.0
-119.37931823730469,-2.763911247253418,3.0,5.0,0.0
-17.375646591186523,25.20168113708496,2.0,7.0,4.0
-42.04771041870117,1.080745816230774,6.0,0.0,7.0
23.716609954833984,-26.252853393554688,1.0,4.0,8.0
-19.910913467407227,27.144214630126953,2.0,7.0,4.0
-43.38995361328125,8.97433090209961,6.0,0.0,7.0
23.852806091308594,-26.41880989074707,1.0,4.0,8.0
-11.73571491241455,-30.315462112426758,7.0,6.0,5.0
-14.587414741516113,18.70335578918457,2.0,7.0,9.0
73.88926696777344,7.305256366729736,4.0,3.0,1.0
71.33241271972656,1.1180665493011475,4.0,3.0,2.0
-110.01042175292969,-5.717328071594238,3.0,5.0,0.0
30.216970443725586,79.56861114501953,0.0,2.0,6.0
2.6865525245666504,29.684326171875,8.0,9.0,1.0
24.63184928894043,-27.518451690673828,1.0,4.0,8.0
-49.939205169677734,-6.213376522064209,6.0,0.0,7.0
-110.99578094482422,-6.095942497253418,3.0,5.0,0.0
-41.978145599365234,0.6280813813209534,6.0,0.0,7.0
23.599695205688477,84.5361099243164,0.0,2.0,6.0
-19.795991897583008,25.549333572387695,2.0,7.0,9.0
1.3465288877487183,27.71497344970703,8.0,9.0,1.0
-36.78739929199219,6.115941047668457,6.0,0.0,9.0
10.762950897216797,-50.20210266113281,5.0,1.0,3.0
-39.11922073364258,23.63448143005371,2.0,0.0,9.0
-18.996389389038086,21.827911376953125,2.0,7.0,4.0
-2.637441635131836,-54.830535888671875,5.0,1.0,9.0
63.042354583740234,-2.104379415512085,4.0,3.0,2.0
73.83811950683594,6.752121925354004,4.0,3.0,1.0
-18.725994110107422,19.93058967590332,2.0,7.0,9.0
-17.306798934936523,22.42340850830078,2.0,7.0,9.0
25.5283260345459,83.0290756225586,0.0,2.0,6.0
-16.68743324279785,28.19379425048828,2.0,7.0,4.0
10.14943790435791,-46.219017028808594,5.0,1.0,3.0
75.36959838867188,-3.637418746948242,4.0,3.0,2.0
23.83023452758789,-28.725858688354492,1.0,4.0,8.0
72.97737884521484,-0.8962517380714417,4.0,3.0,2.0
-39.10990524291992,8.201773643493652,6.0,0.0,7.0
5.86208963394165,27.853260040283203,8.0,9.0,1.0
-23.25490951538086,30.781084060668945,2.0,7.0,4.0
25.999591827392578,78.61073303222656,0.0,2.0,6.0
71.79791259765625,2.466336965560913,4.0,3.0,2.0
-118.34999084472656,-3.27007794380188,3.0,5.0,0.0
-16.882915496826172,24.776851654052734,2.0,7.0,4.0
30.86078643798828,79.47059631347656,0.0,2.0,6.0
36.24943161010742,-49.446842193603516,9.0,8.0,3.0
-52.114524841308594,2.5045411586761475,6.0,0.0,7.0
4.958460330963135,27.516687393188477,8.0,9.0,1.0
-119.6727523803711,5.257229804992676,3.0,5.0,0.0
65.46009063720703,0.6376984119415283,4.0,3.0,2.0
77.2738265991211,-8.519813537597656,4.0,3.0,2.0
-10.048049926757812,-34.646331787109375,7.0,6.0,5.0
65.79596710205078,-7.099710464477539,4.0,3.0,2.0
-21.16866683959961,42.451969146728516,2.0,7.0,4.0
23.484636306762695,-18.443464279174805,1.0,4.0,8.0
1.8094693422317505,24.125877380371094,8.0,9.0,1.0
-44.12935256958008,3.2490129470825195,6.0,0.0,7.0
24.748905181884766,-43.46635055541992,9.0,8.0,3.0
-109.84520721435547,-4.847584247589111,3.0,5.0,0.0
22.14354133605957,-47.014949798583984,9.0,8.0,3.0
19.32364845275879,-51.13898849487305,9.0,8.0,3.0
-49.53414535522461,-4.680403709411621,6.0,0.0,7.0
-51.901859283447266,-7.1897873878479,6.0,0.0,7.0
-23.03709602355957,20.112056732177734,2.0,7.0,9.0
4.7344865798950195,24.683025360107422,8.0,9.0,1.0
20.644067764282227,-47.56574249267578,9.0,8.0,3.0
24.307741165161133,-43.4087028503418,9.0,8.0,3.0
-21.450105667114258,43.44874572753906,2.0,7.0,4.0
34.99647521972656,-52.435882568359375,9.0,8.0,3.0
-22.298696517944336,42.65932083129883,2.0,7.0,4.0
54.898643493652344,-11.099311828613281,4.0,3.0,2.0
24.46491241455078,-16.55280876159668,1.0,4.0,8.0
23.51933479309082,4.256343364715576,8.0,4.0,8.0
-25.20492935180664,18.455867767333984,2.0,7.0,9.0
