x1,x2,km,gmm,class
38.943660736083984,24.724201202392578,1.0,2.0,2.0
32.19089889526367,-42.84635925292969,0.0,0.0,1.0
19.143993377685547,-51.902748107910156,0.0,0.0,1.0
-26.648099899291992,-64.17826080322266,0.0,0.0,2.0
25.35749053955078,19.56396484375,1.0,2.0,2.0
18.77582550048828,17.56258773803711,1.0,2.0,2.0
-41.6249885559082,17.801660537719727,2.0,1.0,1.0
-51.68814468383789,-6.300474643707275,2.0,1.0,1.0
-54.35660171508789,-11.631242752075195,2.0,1.0,1.0
-58.903594970703125,-17.391008377075195,2.0,1.0,1.0
-57.435604095458984,-18.469133377075195,2.0,1.0,3.0
35.695377349853516,25.669950485229492,1.0,2.0,3.0
-54.988494873046875,-6.873065948486328,2.0,1.0,1.0
-37.24335861206055,29.159032821655273,2.0,1.0,1.0
74.44684600830078,9.764856338500977,1.0,2.0,2.0
2.537389039993286,-51.1607666015625,0.0,0.0,2.0
-39.60100173950195,29.780908584594727,2.0,1.0,1.0
17.380300521850586,14.28115177154541,1.0,2.0,2.0
33.95018768310547,-37.8098030090332,0.0,0.0,1.0
20.633991241455078,-42.4658088684082,0.0,0.0,1.0
-38.38322448730469,34.4200439453125,2.0,1.0,1.0
32.51136779785156,-42.35879898071289,0.0,0.0,3.0
-23.916988372802734,-62.57637405395508,0.0,0.0,1.0
37.673187255859375,-38.22826385498047,0.0,0.0,3.0
-10.894416809082031,-56.72468948364258,0.0,0.0,3.0
56.99639129638672,21.585262298583984,1.0,2.0,2.0
11.526525497436523,14.269142150878906,1.0,2.0,3.0
-37.99370574951172,35.030540466308594,2.0,1.0,1.0
-41.499481201171875,12.839911460876465,2.0,1.0,1.0
28.08877944946289,23.884586334228516,1.0,2.0,2.0
30.641414642333984,-41.534507751464844,0.0,0.0,1.0
20.23694610595703,17.327348709106445,1.0,2.0,2.0
-33.183895111083984,-67.77706146240234,0.0,0.0,3.0
3.5686399936676025,3.866720199584961,1.0,2.0,1.0
-58.40819549560547,-19.079544067382812,2.0,1.0,3.0
-2.1424968242645264,-0.9320677518844604,2.0,2.0,2.0
19.233734130859375,16.140628814697266,1.0,2.0,2.0
8.847312927246094,8.994751930236816,1.0,2.0,2.0
2.8145785331726074,-52.996437072753906,0.0,0.0,3.0
8.535856246948242,9.710102081298828,1.0,2.0,3.0
-44.42080307006836,0.6011467576026917,2.0,1.0,2.0
-16.855722427368164,49.33493423461914,2.0,1.0,1.0
18.286029815673828,20.496837615966797,1.0,2.0,2.0
9.653916358947754,-51.790061950683594,0.0,0.0,3.0
-53.2474365234375,-12.51732063293457,2.0,1.0,1.0
77.35953521728516,8.468087196350098,1.0,2.0,2.0
-25.846134185791016,43.37070846557617,2.0,1.0,2.0
-45.70745849609375,3.407036066055298,2.0,1.0,3.0
-3.114945650100708,-54.31097412109375,0.0,0.0,2.0
-29.286401748657227,39.740989685058594,2.0,1.0,1.0
-3.5226378440856934,60.09891128540039,2.0,1.0,3.0
47.0528564453125,-33.67364501953125,0.0,0.0,1.0
-1.3485147953033447,61.467079162597656,2.0,1.0,2.0
-25.66607666015625,45.00599670410156,2.0,1.0,2.0
-33.08363723754883,32.572608947753906,2.0,1.0,3.0
34.41789245605469,-37.795955657958984,0.0,0.0,3.0
-4.018882751464844,59.55817794799805,2.0,1.0,3.0
-30.37437629699707,38.71091079711914,2.0,1.0,3.0
7.75165319442749,6.934326648712158,1.0,2.0,2.0
-34.33575439453125,32.32108688354492,2.0,1.0,2.0
18.934799194335938,-43.148536682128906,0.0,0.0,2.0
12.03075122833252,-48.89021301269531,0.0,0.0,1.0
5.025260925292969,4.295336723327637,1.0,2.0,3.0
14.924430847167969,15.699097633361816,1.0,2.0,3.0
-53.56810760498047,-8.608699798583984,2.0,1.0,1.0
-47.693336486816406,-1.1338402032852173,2.0,1.0,3.0
69.49686431884766,14.353066444396973,1.0,2.0,2.0
-45.15216064453125,-0.25336095690727234,2.0,1.0,3.0
-4.631618022918701,-2.0563228130340576,2.0,2.0,3.0
-17.772735595703125,-58.60858917236328,0.0,0.0,2.0
4.975179195404053,4.196661949157715,1.0,2.0,2.0
-54.570289611816406,-2.756453514099121,2.0,1.0,1.0
15.815109252929688,-45.994346618652344,0.0,0.0,3.0
-12.104921340942383,53.877296447753906,2.0,1.0,3.0
-58.469482421875,-10.186440467834473,2.0,1.0,1.0
44.044525146484375,-33.529319763183594,0.0,0.0,1.0
-32.24208068847656,36.83500289916992,2.0,1.0,1.0
53.44929122924805,23.437911987304688,1.0,2.0,2.0
60.95723342895508,19.205554962158203,1.0,2.0,2.0
33.837154388427734,-35.18257141113281,0.0,0.0,1.0
-57.337669372558594,-11.786879539489746,2.0,1.0,3.0
-30.657941818237305,-66.53670501708984,0.0,0.0,2.0
-1.1292599439620972,-1.4182798862457275,2.0,2.0,3.0
26.084226608276367,22.026031494140625,1.0,2.0,2.0
24.333280563354492,19.988155364990234,1.0,2.0,2.0
-50.78731155395508,6.824563503265381,2.0,1.0,1.0
-58.289329528808594,-18.721637725830078,2.0,1.0,1.0
-48.56549835205078,0.9462995529174805,2.0,1.0,3.0
22.156204223632812,22.670446395874023,1.0,2.0,2.0
29.303762435913086,-39.80540466308594,0.0,0.0,1.0
73.76287841796875,9.792496681213379,1.0,2.0,2.0
32.71430969238281,-37.360069274902344,0.0,0.0,3.0
-57.10093688964844,-16.093446731567383,2.0,1.0,1.0
24.129770278930664,-48.6607551574707,0.0,0.0,3.0
-12.623991966247559,-59.08348083496094,0.0,0.0,3.0
-13.14037036895752,-60.94163131713867,0.0,0.0,1.0
-44.94579315185547,9.056316375732422,2.0,1.0,3.0
44.272621154785156,-31.951717376708984,0.0,0.0,1.0
15.967706680297852,17.861902236938477,1.0,2.0,3.0
44.04896545410156,24.186336517333984,1.0,2.0,2.0
-31.40146827697754,34.203739166259766,2.0,1.0,3.0
-56.612613677978516,-15.891880989074707,2.0,1.0,2.0
53.257694244384766,22.570680618286133,1.0,2.0,3.0
6.740901470184326,-51.68347930908203,0.0,0.0,3.0
-33.99669647216797,38.77622985839844,2.0,1.0,1.0
48.74189758300781,24.520944595336914,1.0,2.0,2.0
-54.02971649169922,-7.438034534454346,2.0,1.0,1.0
24.059837341308594,22.234167098999023,1.0,2.0,2.0
7.960280418395996,-53.24470901489258,0.0,0.0,1.0
8.304140090942383,6.419820785522461,1.0,2.0,2.0
22.213287353515625,23.17156982421875,1.0,2.0,1.0
-41.344940185546875,15.055132865905762,2.0,1.0,3.0
-33.11947250366211,32.35839080810547,2.0,1.0,3.0
11.349928855895996,-47.30186462402344,0.0,0.0,2.0
-39.002071380615234,26.700687408447266,2.0,1.0,3.0
-41.6286735534668,19.014564514160156,2.0,1.0,3.0
35.24873733520508,-39.35969924926758,0.0,0.0,1.0
57.1700439453125,21.45733070373535,1.0,2.0,2.0
