x1,x2,km,gmm,class
116.3800048828125,5.85828161239624,2.0,2.0,0.0
106.48302459716797,1.1722452640533447,2.0,2.0,0.0
-8.742294311523438,-81.135009765625,0.0,0.0,7.0
-14.861172676086426,-29.10231590270996,5.0,5.0,4.0
-86.97626495361328,26.332988739013672,3.0,3.0,6.0
4.690190315246582,75.9866714477539,6.0,6.0,2.0
-7.911832809448242,-31.90574073791504,5.0,5.0,5.0
33.77212905883789,-32.4322395324707,9.0,9.0,5.0
110.41913604736328,15.310976028442383,2.0,2.0,0.0
12.395770072937012,24.466928482055664,1.0,1.0,8.0
-9.471405029296875,-68.82573699951172,0.0,0.0,7.0
-37.40837097167969,1.2083420753479004,7.0,7.0,1.0
-13.330827713012695,-29.74777603149414,5.0,5.0,9.0
34.054019927978516,-32.818416595458984,9.0,9.0,5.0
42.88594055175781,24.217809677124023,8.0,8.0,3.0
109.89302825927734,10.096502304077148,2.0,2.0,0.0
-15.816435813903809,-28.948232650756836,5.0,5.0,4.0
-10.440016746520996,-68.09294128417969,0.0,0.0,7.0
14.156975746154785,21.511228561401367,1.0,1.0,8.0
-17.585205078125,-27.495622634887695,5.0,5.0,4.0
-0.2442760169506073,-71.0886001586914,0.0,0.0,7.0
14.361907958984375,21.629987716674805,1.0,1.0,8.0
41.38222122192383,-26.57515525817871,9.0,9.0,5.0
-9.203442573547363,-25.058794021606445,5.0,5.0,9.0
-29.930646896362305,45.6730842590332,7.0,7.0,1.0
0.7163597941398621,78.89936828613281,6.0,6.0,2.0
113.5822525024414,-5.06689977645874,2.0,2.0,0.0
-89.34336853027344,22.10169792175293,3.0,3.0,6.0
-36.4560432434082,-1.6064687967300415,7.0,7.0,1.0
15.040865898132324,22.27322006225586,1.0,1.0,8.0
-13.894311904907227,-79.74530792236328,0.0,0.0,7.0
116.1258316040039,-2.431642532348633,2.0,2.0,0.0
-9.443316459655762,-66.57279205322266,0.0,0.0,7.0
-94.27542114257812,23.349594116210938,3.0,3.0,6.0
-15.938526153564453,-26.749347686767578,5.0,5.0,9.0
-33.536231994628906,-2.9547624588012695,7.0,7.0,1.0
-12.531804084777832,-39.3980712890625,5.0,5.0,9.0
54.27140426635742,13.67934513092041,8.0,8.0,3.0
-12.152365684509277,-28.50653648376465,5.0,5.0,9.0
-11.535964012145996,-26.979108810424805,5.0,5.0,4.0
25.472074508666992,-2.2068681716918945,4.0,4.0,9.0
4.489705562591553,73.3182373046875,6.0,6.0,2.0
-30.51289176940918,46.26871109008789,7.0,7.0,1.0
-11.081306457519531,-28.496286392211914,5.0,5.0,9.0
-13.95587158203125,-26.319921493530273,5.0,5.0,9.0
-93.04602813720703,26.97758674621582,3.0,3.0,6.0
-18.66667366027832,-26.300739288330078,5.0,5.0,4.0
32.856056213378906,4.866048336029053,4.0,4.0,3.0
-11.09050464630127,71.56889343261719,6.0,6.0,2.0
15.440349578857422,23.33612632751465,1.0,1.0,8.0
-5.871682167053223,73.54386138916016,6.0,6.0,2.0
-3.9371955394744873,-65.33406066894531,0.0,0.0,7.0
-36.39813232421875,1.7705168724060059,7.0,7.0,1.0
-27.711402893066406,-33.046180725097656,5.0,5.0,4.0
-93.66155242919922,20.530799865722656,3.0,3.0,6.0
0.06870053708553314,76.45716094970703,6.0,6.0,2.0
106.38028717041016,5.003936290740967,2.0,2.0,0.0
-15.67379379272461,-28.43641471862793,5.0,5.0,4.0
-88.9626235961914,22.411043167114258,3.0,3.0,6.0
42.88459396362305,26.564987182617188,8.0,8.0,3.0
-4.379430294036865,-78.889892578125,0.0,0.0,7.0
-35.05708694458008,1.6129965782165527,7.0,7.0,1.0
116.05638122558594,9.472063064575195,2.0,2.0,0.0
